pH,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,iron,manganese,zinc,copper,boron,molybdenum,chlorine,organic_matter,cation_exchange_capacity,base_saturation,soil_texture,disease_name
6.77,47.05,87.85,19.1,98.13,91.95,48.2,61.79,36.24,28.83,55.45,69.62,45.77,62.69,59.29,7.99,52.71,0.11,0.0
6.45,27.98,1.63,53.0,51.32,90.45,79.84,4.0,98.24,50.54,45.68,8.26,5.41,88.85,15.15,32.54,85.67,0.11,1.0
4.75,63.63,87.28,0.13,70.54,98.04,53.43,13.92,51.78,27.28,23.51,6.17,90.75,61.81,95.94,18.7,42.99,0.14,0.0
8.31,41.07,85.34,31.45,85.81,19.95,0.73,4.67,74.68,56.12,86.19,15.84,40.89,97.19,14.86,22.86,58.7,0.12,0.0
4.55,25.13,76.86,96.86,42.53,50.94,14.45,71.73,39.99,34.27,62.42,83.75,93.86,58.31,7.22,34.6,57.98,0.11,3.0
5.67,90.79,45.68,31.38,52.76,84.02,1.5,89.8,2.18,33.63,94.22,36.1,29.91,45.01,84.41,40.54,84.18,0.12,0.0
7.6,66.64,70.43,54.17,22.83,29.68,26.85,43.25,17.91,32.77,7.8,12.6,97.57,92.82,63.74,49.1,75.97,0.12,3.0
6.45,26.64,17.36,22.29,23.91,68.85,52.53,81.93,55.4,66.38,83.9,44.25,88.1,62.52,31.5,5.54,44.49,0.11,0.0
8.36,30.36,13.15,92.6,98.6,43.5,64.46,91.62,79.91,63.89,61.99,61.38,34.59,37.59,48.16,21.86,86.63,0.13,1.0
8.24,87.92,54.92,44.89,23.69,79.35,36.81,34.24,23.92,24.4,55.52,94.44,22.96,7.45,37.22,29.72,69.28,0.11,0.0
8.59,56.85,71.44,75.98,52.39,80.73,47.53,83.43,22.73,44.8,66.23,69.75,63.33,90.65,90.26,46.54,64.01,0.11,3.0
5.72,60.38,95.71,66.0,91.37,74.32,9.15,5.38,72.53,17.14,78.31,26.49,20.78,19.64,24.65,30.74,56.61,0.13,3.0
5.06,52.28,99.0,46.67,21.18,59.75,61.89,34.68,2.72,22.55,92.05,72.72,54.36,9.79,88.81,31.85,87.87,0.12,0.0
5.56,94.65,65.88,91.43,14.42,76.08,42.64,33.83,25.84,40.15,64.37,80.34,22.27,1.71,84.81,42.37,83.09,0.13,0.0
4.23,28.88,44.06,53.35,4.5,74.14,77.0,86.96,84.81,88.51,77.39,96.15,53.99,99.25,75.51,24.84,43.45,0.14,0.0
4.78,62.86,26.49,75.56,0.42,98.92,64.4,24.77,61.6,86.87,76.85,21.47,54.16,57.48,50.17,9.31,40.24,0.12,0.0
6.12,67.78,59.12,96.19,13.27,7.01,17.37,21.77,40.61,29.32,40.83,66.83,51.07,50.73,4.58,8.94,86.26,0.12,0.0
6.85,99.68,47.72,99.31,99.63,51.0,60.95,74.68,83.46,92.55,98.69,9.5,87.87,1.44,53.52,33.87,62.54,0.14,3.0
4.1,1.15,7.88,29.31,84.24,37.23,68.67,98.31,90.83,37.36,79.33,30.75,95.93,0.53,1.96,30.58,43.79,0.14,0.0
6.32,29.55,62.46,21.13,87.73,52.17,52.65,57.74,5.05,67.95,76.67,83.17,56.49,16.84,27.51,27.88,60.2,0.11,0.0
5.13,16.5,11.2,40.71,91.93,88.05,41.33,81.54,75.37,65.08,46.2,73.25,98.3,2.37,18.88,46.68,51.03,0.14,0.0
6.74,51.79,41.03,96.61,62.43,96.95,53.44,21.81,63.88,13.27,27.7,33.01,72.23,63.1,60.7,12.18,88.23,0.12,1.0
5.72,7.6,2.49,79.7,70.9,58.46,61.21,92.36,82.92,11.33,39.63,61.81,66.3,15.04,57.32,29.25,47.97,0.12,3.0
5.1,1.12,83.82,36.57,5.78,95.07,8.18,90.41,48.36,9.22,15.62,0.66,23.98,90.12,36.73,43.11,78.45,0.14,0.0
7.78,49.12,48.08,37.53,48.49,91.58,57.7,41.88,92.45,36.8,74.85,86.28,47.68,18.32,44.8,18.03,53.39,0.14,0.0
5.62,61.45,5.9,25.47,44.77,42.7,80.29,95.47,65.25,24.22,57.78,63.03,92.46,14.62,6.34,40.5,67.95,0.11,0.0
7.23,9.24,6.69,62.81,11.26,44.61,14.22,30.38,38.55,20.41,57.51,0.63,50.82,33.54,77.97,9.23,89.3,0.12,0.0
6.01,73.17,78.49,24.55,72.79,98.13,70.45,0.71,37.49,49.0,76.15,14.75,42.74,16.15,8.26,18.96,56.12,0.11,0.0
5.53,18.06,7.39,13.57,86.71,71.08,48.31,36.51,42.02,72.29,44.3,15.57,94.09,59.32,34.05,9.1,52.93,0.14,0.0
7.63,49.11,51.01,52.1,42.41,9.63,10.14,61.44,94.48,22.95,85.92,26.6,88.5,26.61,25.72,25.91,53.4,0.11,3.0
4.86,5.88,59.64,95.64,72.08,95.11,76.2,19.5,40.84,65.11,1.89,36.63,10.93,70.72,41.62,43.96,42.71,0.12,3.0
6.93,7.46,0.28,66.93,15.92,69.44,1.64,15.3,61.11,84.01,63.81,23.44,94.89,46.45,74.62,27.87,87.61,0.14,1.0
8.23,21.64,53.89,3.08,95.83,40.38,94.08,55.95,41.05,13.33,71.23,82.75,17.03,73.01,11.04,13.75,78.64,0.13,0.0
8.88,18.87,54.72,94.59,72.07,5.19,83.17,37.62,47.21,18.51,13.25,60.98,77.24,9.44,2.98,21.29,71.59,0.11,3.0
7.56,69.65,58.54,42.42,7.05,67.63,39.46,9.28,42.67,55.04,56.38,64.28,96.66,41.22,86.08,5.25,61.99,0.11,0.0
4.12,93.48,84.34,48.98,22.82,82.67,71.65,88.26,29.29,34.95,31.36,23.8,43.42,96.24,7.25,47.5,50.31,0.14,0.0
7.87,6.62,88.37,17.39,45.39,77.85,83.87,33.7,61.03,50.99,44.28,5.27,87.9,87.68,25.41,10.0,48.72,0.12,0.0
5.02,43.37,1.88,68.06,86.33,58.87,39.95,55.13,19.57,9.89,17.49,18.63,16.84,12.94,92.16,43.94,49.75,0.13,3.0
6.48,34.19,0.97,83.94,1.49,22.57,60.91,37.24,59.2,41.86,18.59,98.81,8.71,47.62,80.2,33.41,72.32,0.13,0.0
5.67,24.56,11.44,69.75,61.98,49.19,19.81,14.49,51.91,68.84,87.14,26.57,39.5,92.64,16.15,19.78,67.95,0.11,3.0
4.69,36.16,80.16,15.85,4.76,37.91,81.3,58.75,38.51,19.48,28.92,78.43,57.78,19.3,72.02,31.81,51.78,0.11,0.0
7.37,39.34,73.85,5.5,0.33,2.29,34.37,93.62,13.66,20.99,25.9,19.86,10.65,74.79,85.92,12.0,88.9,0.14,0.0
4.19,8.18,88.49,13.61,89.24,63.54,95.29,78.93,70.71,46.5,6.56,39.81,12.89,98.64,22.56,33.48,59.91,0.14,0.0
6.22,12.78,59.94,28.18,21.98,25.64,20.94,1.99,73.05,27.86,47.13,44.08,7.98,67.14,1.37,9.79,60.53,0.14,0.0
5.45,34.7,65.29,35.05,97.0,20.19,11.82,59.31,44.68,31.37,90.41,49.47,42.07,91.83,10.05,11.2,81.63,0.12,0.0
4.59,91.24,47.55,72.75,32.37,7.14,33.12,44.68,9.13,2.56,29.09,36.6,47.5,93.58,77.7,19.0,46.04,0.12,3.0
4.16,53.7,1.51,65.19,36.24,9.35,69.12,57.72,48.64,48.44,79.89,81.88,85.4,97.95,68.43,45.49,49.26,0.13,3.0
8.42,81.21,38.96,22.87,27.09,12.94,10.26,37.96,44.17,71.9,25.98,12.21,49.92,8.6,99.09,18.12,68.24,0.14,0.0
5.58,49.52,76.23,57.44,57.74,79.46,58.02,29.5,28.66,74.5,26.28,57.76,42.97,36.8,16.28,11.61,70.85,0.13,3.0
6.69,95.18,3.35,9.84,59.57,28.13,46.94,1.37,71.47,20.79,83.76,94.42,90.64,33.28,17.27,46.3,74.59,0.13,0.0
8.0,40.16,70.39,55.68,58.48,20.86,58.99,99.04,71.36,18.3,95.25,38.02,27.95,27.07,18.93,46.07,64.63,0.11,3.0
5.02,31.58,79.03,17.69,26.79,69.79,8.62,29.52,7.83,26.88,17.57,86.79,39.97,83.69,72.85,21.96,84.63,0.12,0.0
6.64,38.35,49.57,11.14,26.45,89.4,64.12,87.09,25.18,92.59,96.4,18.6,97.84,82.62,48.81,32.1,43.47,0.12,0.0
5.12,76.02,67.8,67.76,36.12,11.75,42.09,1.16,23.73,86.07,70.48,83.63,52.48,4.74,80.66,42.21,79.7,0.13,3.0
5.85,11.21,82.49,29.96,66.49,75.44,41.25,92.47,22.26,83.06,37.32,45.74,84.98,16.26,20.06,49.16,87.0,0.12,0.0
5.91,94.73,78.18,80.2,59.12,49.46,30.7,49.81,39.55,21.68,38.77,89.43,74.13,92.83,94.21,44.42,70.92,0.12,3.0
5.91,55.69,65.62,69.24,66.76,74.68,26.53,98.41,67.47,7.49,22.18,21.07,90.86,47.75,4.96,35.85,42.48,0.11,3.0
6.41,89.78,48.42,70.68,90.29,89.56,81.67,6.78,6.5,61.24,96.66,72.8,25.51,5.8,86.3,12.88,84.27,0.13,3.0
5.57,30.24,85.63,10.2,69.21,69.31,17.54,98.68,21.34,48.22,23.01,25.98,77.86,44.86,72.21,7.08,68.72,0.12,0.0
7.54,16.57,93.81,0.38,57.23,20.01,30.52,71.86,27.16,39.05,73.87,17.89,2.17,41.57,63.77,16.86,44.0,0.13,0.0
7.39,77.7,75.15,11.96,9.82,33.58,41.86,10.89,79.36,93.61,6.26,41.32,6.99,7.93,38.41,29.66,51.6,0.13,0.0
7.19,2.02,71.42,3.23,8.42,84.06,80.18,7.16,52.69,50.77,77.61,57.35,18.55,64.16,56.07,10.65,47.47,0.12,0.0
8.61,2.07,5.67,60.1,55.61,20.97,86.33,91.94,36.41,6.12,65.09,0.67,53.04,35.52,50.51,16.24,85.24,0.14,3.0
4.81,80.16,76.66,85.51,71.52,86.56,59.14,99.4,11.9,47.86,31.74,81.05,44.08,4.48,55.27,28.63,70.52,0.12,3.0
5.95,73.67,75.54,86.87,18.65,69.91,92.78,6.67,18.37,99.62,93.26,92.21,91.66,13.54,80.51,33.23,82.64,0.11,0.0
5.57,61.93,31.48,87.71,40.59,97.42,88.13,54.84,74.31,66.87,4.23,42.38,47.01,85.29,60.98,17.82,68.3,0.14,3.0
5.09,89.36,67.81,47.42,17.16,49.05,7.79,60.99,80.04,5.26,80.39,67.04,22.6,8.4,4.58,47.01,56.0,0.13,0.0
5.4,75.01,83.21,21.24,95.77,94.21,85.23,18.64,86.84,97.92,14.98,60.17,80.44,63.75,51.75,43.93,80.0,0.13,0.0
7.67,34.8,31.38,41.81,69.82,27.7,45.27,53.72,45.55,96.71,16.5,44.25,10.43,85.16,71.41,6.7,66.07,0.14,0.0
4.95,60.51,94.42,35.72,61.51,54.19,72.79,78.44,72.06,97.7,8.43,95.58,23.6,99.85,22.73,26.05,46.56,0.14,0.0
6.29,25.38,73.77,50.28,62.18,51.08,96.7,37.47,73.47,25.06,9.63,77.34,44.61,70.25,49.95,32.25,55.73,0.12,3.0
6.22,9.66,22.13,73.37,13.39,71.26,81.18,14.09,39.4,4.94,21.47,55.45,16.16,72.26,21.39,42.43,46.81,0.14,0.0
8.76,39.03,84.64,31.54,13.82,31.48,19.53,6.66,4.6,67.86,74.49,79.05,40.92,69.5,23.92,48.07,46.85,0.11,0.0
6.91,26.12,26.69,54.56,47.38,69.93,73.88,94.09,81.09,53.85,43.67,28.07,25.52,74.52,89.85,29.57,58.07,0.14,3.0
5.46,90.42,57.51,59.84,38.9,95.86,39.88,14.76,50.73,59.51,74.27,51.22,41.96,2.79,2.95,6.69,51.88,0.12,3.0
6.39,67.16,38.35,79.43,77.86,30.51,39.45,73.08,31.0,15.53,88.75,90.05,47.12,4.21,83.98,32.79,69.7,0.13,3.0
4.24,1.6,12.99,13.66,98.07,92.02,2.49,10.31,16.95,12.07,67.45,41.71,8.14,33.59,27.55,24.19,55.89,0.12,0.0
6.04,3.17,12.21,65.62,78.98,75.25,36.86,10.78,24.18,44.95,32.72,59.84,45.3,41.1,96.57,35.69,76.72,0.13,3.0
8.42,16.78,19.86,62.91,50.79,85.92,58.41,74.22,51.06,91.68,48.13,26.15,59.09,97.14,56.47,11.64,74.05,0.11,3.0
4.09,84.57,51.84,53.26,1.3,42.45,90.11,62.13,85.69,33.79,39.17,18.84,85.16,63.97,51.23,24.27,69.7,0.13,0.0
7.38,95.33,94.96,97.39,88.39,47.97,86.61,50.55,93.58,7.05,44.11,51.17,3.39,46.59,75.96,43.48,85.5,0.14,1.0
5.09,26.99,34.98,87.2,40.13,51.31,59.37,59.48,86.81,31.02,67.49,10.54,36.92,64.26,30.02,40.12,54.4,0.11,3.0
6.03,19.41,52.61,22.04,72.56,20.37,57.46,62.73,68.53,38.44,17.53,12.27,37.27,87.58,60.06,37.09,73.18,0.11,0.0
4.97,37.13,9.58,14.08,86.84,3.34,5.95,92.59,99.42,23.41,99.61,17.02,13.95,14.02,18.14,8.48,45.97,0.12,0.0
4.75,73.61,42.07,19.23,3.78,66.85,34.17,14.72,74.45,90.68,37.4,90.82,30.29,77.3,94.26,20.86,65.98,0.14,0.0
6.57,19.47,64.43,95.34,52.18,41.6,14.15,76.35,61.1,1.61,57.48,95.81,26.96,37.04,8.48,47.94,85.58,0.11,1.0
7.6,81.85,1.0,13.93,87.43,47.78,14.11,20.25,51.48,80.79,99.9,41.52,15.25,49.18,8.9,33.67,82.94,0.13,1.0
5.84,90.89,3.8,26.1,12.75,74.2,71.12,93.63,87.05,51.03,52.54,43.82,39.65,51.07,22.81,11.23,69.43,0.12,0.0
5.98,39.3,72.91,14.84,20.26,72.61,51.55,93.09,5.96,59.36,96.83,77.08,50.49,25.05,78.34,37.17,82.44,0.11,0.0
6.98,0.74,2.62,29.19,39.3,14.91,92.11,13.97,41.56,86.28,59.0,30.39,90.72,90.24,12.46,47.19,57.66,0.12,0.0
7.0,59.51,68.65,40.64,6.45,25.68,20.13,49.34,68.31,41.98,3.65,63.16,94.05,20.04,92.57,40.84,69.22,0.11,0.0
7.06,7.72,6.25,64.15,65.98,28.95,8.94,52.83,5.39,2.25,12.06,91.31,55.4,98.35,15.87,33.13,56.21,0.12,3.0
7.61,33.74,61.5,48.27,63.91,85.44,94.43,41.83,20.11,63.92,22.42,53.37,6.66,1.36,7.43,24.89,44.54,0.12,0.0
7.78,3.73,37.08,28.59,47.64,24.88,5.82,39.6,87.2,79.52,60.97,70.73,87.51,4.17,3.81,38.52,55.92,0.11,0.0
8.5,7.12,59.3,49.11,59.99,4.39,46.81,19.3,75.91,25.11,4.16,56.87,10.57,58.54,95.77,42.4,84.52,0.11,1.0
4.74,63.83,91.09,10.08,72.26,29.5,32.4,73.08,76.32,98.75,61.01,34.28,43.75,12.83,77.2,15.2,70.7,0.14,0.0
5.97,26.14,32.37,85.82,27.14,32.81,63.56,44.5,53.44,84.01,54.59,20.06,51.15,87.41,64.31,33.24,67.97,0.11,3.0
7.66,42.31,66.53,52.01,95.4,19.96,50.08,69.56,47.68,1.2,82.65,91.71,64.89,68.07,50.49,28.65,46.31,0.12,3.0
8.73,82.98,12.43,69.37,1.93,83.79,31.18,39.22,63.17,33.86,39.02,94.24,46.24,44.69,14.24,13.17,80.44,0.13,1.0
7.27,5.77,73.16,61.43,23.05,52.12,63.67,1.48,11.33,98.94,65.02,10.13,56.86,48.18,8.44,30.47,46.12,0.13,3.0
7.75,10.0,49.15,29.47,85.4,59.94,4.56,90.21,50.9,76.43,58.83,22.14,61.87,95.02,45.29,32.94,57.73,0.14,0.0
6.24,51.23,29.34,87.77,93.75,90.58,58.89,59.93,25.94,65.84,27.55,95.44,92.91,63.93,88.94,12.02,52.13,0.12,3.0
5.77,27.36,48.92,64.86,1.95,92.76,13.4,47.66,22.09,76.34,13.39,29.84,59.82,72.19,40.2,16.94,83.15,0.11,0.0
7.58,19.82,89.68,96.45,42.82,0.65,37.78,0.24,91.81,76.55,60.62,8.31,3.29,65.58,30.1,29.8,52.39,0.14,3.0
6.66,62.94,24.65,12.1,67.92,73.93,53.31,35.7,82.81,85.3,26.58,21.03,1.28,12.84,22.21,31.6,62.02,0.12,0.0
7.54,85.39,59.02,5.42,38.23,36.79,25.84,79.71,96.85,58.68,13.71,38.63,1.4,15.78,54.32,20.73,45.87,0.12,0.0
5.68,64.18,48.64,93.05,27.39,80.25,55.64,58.15,28.73,25.48,46.45,45.58,57.49,7.59,66.6,18.85,77.28,0.12,3.0
6.74,70.93,3.84,82.48,28.87,66.32,77.32,68.46,60.69,81.4,29.65,22.96,37.38,60.27,38.09,20.24,48.24,0.11,3.0
6.34,68.73,48.93,3.28,81.89,40.22,35.22,70.56,11.24,79.96,61.89,22.08,80.23,22.12,0.18,15.09,61.01,0.11,0.0
4.91,92.94,66.4,94.6,71.06,25.75,2.75,3.49,52.32,81.59,76.93,13.56,71.08,67.59,68.03,8.74,69.5,0.11,3.0
8.4,42.66,71.3,99.95,86.42,93.5,74.93,55.6,74.05,93.39,66.27,7.65,52.48,99.88,11.19,38.63,74.45,0.11,3.0
6.9,80.34,88.06,24.17,26.39,11.89,93.71,96.82,64.23,90.89,68.55,3.17,76.94,12.69,75.51,39.44,84.84,0.13,1.0
7.58,23.0,10.62,89.03,28.96,74.22,32.52,74.22,12.97,56.06,60.61,36.63,78.3,43.0,20.61,32.36,80.89,0.12,3.0
4.4,67.09,29.61,7.67,96.9,23.89,52.28,53.11,7.8,4.64,6.88,23.38,97.75,91.5,55.87,37.54,80.62,0.12,0.0
5.98,68.82,57.55,9.5,21.49,62.18,9.78,4.21,96.07,50.45,99.73,89.89,14.88,79.8,42.06,17.86,66.24,0.14,0.0
4.22,45.66,53.48,68.96,4.56,88.77,60.8,61.7,17.26,89.74,89.73,67.47,36.38,35.96,93.57,15.85,72.49,0.13,0.0
4.55,61.41,64.25,17.19,87.53,48.27,65.37,62.11,53.78,67.23,38.46,25.78,37.5,8.38,99.73,14.55,83.15,0.13,1.0
4.58,60.51,44.81,83.52,53.66,36.55,85.66,75.54,40.05,47.88,36.51,60.06,64.5,37.56,68.9,29.2,60.02,0.12,3.0
6.99,78.83,20.5,16.92,3.12,63.11,54.63,78.24,56.34,91.81,22.58,6.29,89.38,3.37,65.69,18.12,66.42,0.13,0.0
5.22,92.05,11.88,12.26,7.26,28.23,98.82,79.86,53.27,87.88,70.83,95.59,66.0,14.22,21.66,27.37,61.65,0.13,0.0
5.66,18.99,36.05,90.11,0.68,81.39,72.44,30.96,73.49,52.27,28.86,5.5,37.33,24.11,99.52,42.12,52.52,0.14,0.0
9.0,38.62,5.58,71.59,84.71,36.92,52.85,69.02,31.91,60.7,1.01,84.58,41.6,50.9,40.9,18.54,43.0,0.11,3.0
8.34,11.14,80.03,64.11,15.4,86.88,11.99,3.19,81.03,8.55,52.84,3.76,42.44,66.7,67.28,24.54,65.01,0.11,0.0
5.01,72.02,85.01,94.73,32.15,21.08,1.09,56.74,98.73,75.08,64.63,75.48,85.65,22.3,53.32,19.94,48.4,0.11,3.0
7.6,69.07,40.91,82.77,26.4,48.39,47.22,58.4,67.56,58.37,93.95,84.4,42.26,38.32,35.64,40.57,47.38,0.14,3.0
4.63,6.81,78.63,90.92,19.26,76.68,0.1,75.56,96.96,76.42,27.27,54.66,86.16,22.7,41.78,18.14,70.82,0.14,0.0
5.79,53.99,77.29,67.92,37.9,39.8,94.18,65.51,96.37,9.15,54.32,48.05,15.47,34.83,20.91,26.75,66.02,0.12,3.0
6.07,6.02,76.19,23.6,14.12,48.57,43.88,65.61,58.48,21.87,98.9,93.77,5.98,14.39,39.99,46.25,58.1,0.13,0.0
5.62,17.12,7.09,95.89,42.28,63.25,49.41,34.98,59.66,77.37,11.65,27.45,17.08,69.47,28.87,14.99,66.71,0.14,3.0
4.38,9.56,32.68,43.72,42.17,76.83,69.26,23.37,88.82,71.35,88.17,19.08,27.14,31.17,20.86,23.89,77.24,0.11,0.0
6.38,88.39,65.96,11.02,3.43,37.23,86.09,85.03,11.75,36.17,57.2,2.89,55.69,88.96,38.44,43.48,76.84,0.13,0.0
5.81,95.6,73.23,33.51,30.73,60.78,83.89,8.4,93.84,68.96,68.78,0.56,62.59,54.34,86.94,22.31,55.55,0.14,0.0
7.7,70.07,52.75,72.77,94.15,80.11,61.95,87.04,67.83,24.99,0.6,68.26,65.91,82.74,65.78,45.7,40.18,0.13,3.0
5.3,50.94,65.72,92.4,79.84,40.28,16.31,29.16,51.5,42.49,98.6,67.79,14.28,90.64,26.73,42.23,47.2,0.13,3.0
5.94,36.57,58.01,25.09,42.2,10.84,59.0,49.68,48.46,28.96,83.04,38.77,38.52,26.56,67.64,48.11,45.4,0.11,0.0
5.7,36.18,91.7,36.18,5.05,13.31,33.0,77.55,12.96,46.87,79.36,69.67,91.49,29.99,16.13,10.74,42.39,0.11,0.0
6.67,39.42,31.6,68.36,34.55,38.13,11.51,19.06,77.47,85.02,51.19,45.33,50.24,54.08,71.97,23.03,85.06,0.12,1.0
8.38,58.23,84.54,95.38,31.53,38.39,55.46,15.51,30.51,78.96,37.06,48.47,26.85,28.07,40.66,11.94,81.12,0.13,3.0
6.04,50.38,30.03,22.53,8.24,54.53,59.28,35.88,35.33,5.79,70.59,92.74,50.74,54.34,18.01,25.15,69.73,0.14,0.0
4.31,33.31,52.84,8.8,70.05,98.84,92.78,60.43,60.13,27.0,91.91,75.69,71.4,86.07,49.63,13.28,74.98,0.14,0.0
6.22,10.42,65.24,4.63,55.32,54.95,67.53,22.63,11.82,19.77,81.73,70.63,95.57,7.68,60.53,21.12,77.42,0.14,0.0
7.36,78.07,70.34,44.67,71.45,28.45,24.2,55.96,6.21,87.96,51.74,4.5,48.84,4.86,25.06,10.68,69.67,0.14,0.0
7.6,8.29,90.54,36.91,14.95,63.42,21.06,45.12,29.06,94.59,74.05,89.18,5.83,44.47,83.75,43.33,55.08,0.14,0.0
8.67,37.28,27.74,77.42,62.96,1.45,52.03,38.92,8.49,0.7,35.99,69.28,31.94,53.24,9.97,26.09,58.32,0.13,3.0
4.71,41.63,94.88,14.28,9.11,19.04,69.56,10.33,60.35,46.2,71.64,35.19,30.39,4.72,49.32,38.96,45.68,0.13,0.0
4.75,2.01,43.54,77.09,60.99,82.28,43.27,95.53,8.15,84.69,75.65,50.59,48.88,3.96,11.93,16.64,59.99,0.14,3.0
7.13,44.07,70.83,0.53,42.27,70.81,45.32,39.07,35.15,2.86,44.26,73.12,87.29,13.83,52.14,48.61,66.5,0.13,0.0
7.95,85.53,61.88,94.5,14.12,71.23,38.5,64.14,82.58,85.34,48.83,96.38,27.31,24.57,98.35,11.62,72.77,0.12,0.0
8.97,99.46,31.95,63.25,63.37,73.2,27.19,98.79,70.24,55.2,88.68,84.18,37.81,38.82,3.76,47.93,83.59,0.13,1.0
7.95,41.94,6.04,47.97,10.08,80.67,1.7,55.94,24.77,34.25,99.63,28.26,35.68,25.61,48.88,17.27,46.69,0.14,0.0
8.61,59.56,68.94,88.4,69.66,78.33,39.44,9.24,87.17,29.25,64.18,98.03,59.57,47.67,48.92,44.56,40.85,0.14,3.0
5.41,4.67,35.21,19.89,20.39,2.03,32.61,28.77,98.07,12.47,77.22,12.31,97.45,10.9,59.26,34.04,52.0,0.12,0.0
4.51,19.56,10.71,78.71,12.3,91.27,39.7,97.94,17.08,19.49,6.07,54.17,63.08,54.16,45.63,49.06,75.45,0.14,0.0
6.36,72.85,69.68,74.47,39.16,85.11,78.53,35.62,58.2,95.47,44.37,11.39,18.93,56.58,56.43,38.87,49.44,0.13,3.0
8.02,29.56,9.87,10.65,46.14,58.86,41.8,71.59,81.39,5.18,81.87,2.52,22.06,72.7,91.06,39.77,63.35,0.12,0.0
8.0,45.92,56.61,95.97,19.81,88.53,20.52,16.22,27.24,91.89,35.61,41.51,63.4,37.68,32.26,42.94,64.39,0.13,0.0
8.23,3.02,92.9,60.17,7.3,8.27,9.14,50.91,40.55,91.45,54.12,34.01,61.88,19.82,72.44,32.65,70.35,0.14,0.0
6.69,31.52,55.13,94.25,76.45,37.31,62.53,73.71,3.86,15.76,52.25,63.6,75.86,59.15,76.34,9.53,67.64,0.14,3.0
7.78,80.24,95.58,43.59,24.52,50.67,65.49,8.57,51.07,91.26,88.06,82.25,57.45,18.37,38.69,44.13,69.2,0.14,0.0
6.36,43.7,26.99,71.98,25.22,45.97,84.39,29.31,45.65,6.26,33.81,19.97,96.18,21.9,62.42,43.53,77.27,0.13,3.0
4.93,7.07,5.43,64.99,10.48,63.11,67.61,96.17,58.53,82.87,1.41,4.42,0.87,54.43,13.64,27.36,47.51,0.11,0.0
4.41,33.46,47.71,32.77,75.74,95.62,90.04,21.43,80.7,26.88,48.02,39.14,2.83,33.9,75.04,28.68,89.16,0.12,1.0
6.82,20.91,87.5,47.23,96.39,1.5,64.92,43.71,47.12,78.25,62.74,29.75,92.11,31.69,98.98,24.94,66.35,0.12,0.0
6.85,99.03,85.5,60.0,63.52,24.55,75.43,85.95,0.51,44.17,7.03,45.4,46.05,37.66,56.99,19.77,80.19,0.11,3.0
4.28,72.69,83.74,58.81,26.7,30.57,59.37,50.5,35.7,41.71,76.32,34.27,15.04,53.63,11.99,13.59,41.07,0.13,3.0
5.09,79.14,46.18,31.49,69.89,49.54,93.67,11.28,60.38,38.03,10.63,51.12,18.5,75.35,30.25,7.14,67.29,0.11,0.0
6.49,28.95,7.02,39.66,8.42,4.31,87.71,96.99,92.73,44.08,88.03,49.03,27.11,34.52,85.51,47.41,83.84,0.12,1.0
7.01,37.21,87.6,27.79,40.32,42.17,69.22,90.47,75.7,26.36,26.58,82.98,10.6,51.81,92.92,31.99,71.95,0.14,0.0
8.96,80.88,99.44,93.21,28.88,12.07,33.99,51.74,20.48,70.5,65.97,45.28,62.41,42.7,23.63,6.03,41.89,0.12,3.0
4.9,43.72,16.49,73.0,72.91,74.09,32.07,30.39,59.9,11.44,61.82,30.1,4.85,88.7,38.05,13.59,84.51,0.13,1.0
6.21,12.49,70.21,47.31,91.07,29.79,96.59,62.8,61.98,76.66,54.29,47.2,36.24,51.12,24.86,38.63,77.22,0.11,0.0
8.41,21.42,18.04,75.62,45.29,9.03,89.57,40.28,29.82,6.57,35.39,31.1,45.2,16.19,17.55,33.72,43.69,0.13,3.0
8.91,49.04,74.67,83.19,96.45,16.1,22.53,29.41,22.05,45.36,71.26,59.12,48.52,17.95,31.0,32.52,57.06,0.12,3.0
5.19,4.96,74.6,80.42,51.36,6.59,64.32,10.04,80.33,36.43,23.17,16.1,2.65,63.1,22.48,49.44,43.64,0.13,3.0
5.68,15.39,88.91,59.66,44.33,47.39,71.19,91.71,3.26,13.52,3.08,73.51,68.05,90.74,6.0,31.42,69.29,0.14,3.0
8.67,65.91,62.13,76.1,51.91,67.68,74.13,64.64,84.55,47.46,55.88,15.99,3.92,36.14,50.81,30.81,60.76,0.11,3.0
7.48,41.42,41.61,95.07,20.93,14.56,89.44,76.2,62.39,69.67,0.35,19.69,16.32,47.01,48.21,13.23,43.64,0.11,3.0
4.84,42.34,41.04,25.09,2.95,20.06,9.77,41.28,55.37,93.3,59.81,3.82,6.5,20.1,6.12,33.93,46.62,0.14,0.0
4.67,13.25,3.59,81.11,65.14,77.76,48.73,63.93,61.03,16.86,94.38,67.81,8.39,26.29,95.24,45.37,66.5,0.13,3.0
8.67,89.95,69.65,32.85,53.29,22.66,93.28,33.11,11.59,44.77,47.54,72.42,95.43,71.86,11.31,5.61,89.32,0.11,0.0
7.98,10.44,10.27,58.88,83.29,34.41,89.11,29.32,74.57,43.6,97.27,1.86,92.99,68.29,89.16,8.79,88.47,0.13,1.0
6.0,78.28,75.06,78.26,81.56,66.55,86.19,37.4,84.58,72.73,61.31,23.44,63.72,31.42,43.69,40.86,44.19,0.13,3.0
